,source,freq,statement,veracity,length
3188,Arsalan  Iftikhar,1,"""59 percent of Americans today believe that Barack Obama is still a Muslim.""",False,76
3198,Peter Kinder,2,"""This incident of supposed feces depicting a swastika on the wall of a bathrooms in one of the halls ... has been supported by zero fact.""",Pants on Fire!,138
3262,Luis Alejo,1,"""Everyone on California’s roads is properly licensed, tested and insured.""",Pants on Fire!,74
3268,Mason Tvert,1,"""Most Americans are ready to put it [marijuana prohibition] behind us and move on.""",True,83
3307,Peter Kinder,2,"""After today, @GovJayNixon will have been overridden more times than all previous governors in #MO history #moleg""",True,114
3309,Reader,1,"""How is a misogynist bigot of epic proportions (like U.S. Rep. Steven Smith) allowed to serve?""",Pants on Fire!,95
3327,Jon Voight,1,"""The word progressive ... was created as a substitute for ‘communist’.""",False,71
3345,Steven Costantino,1,"""I did not play any role in bringing the company to RI as did others in government. I was tasked with handling the legislation affecting the company by my superiors.""",False,166
3350,Jason Villalba,1,"""Bernie Sanders admits he is a Democratic Socialist. … Nazis were Democratic Socialists.""",Pants on Fire!,89
3360,Gwen Moore,2,"""60 percent of all Americans do not want to see Planned Parenthood defunded.""",True,77
3389,Jeremy Bird,1,"""90% of Americans want national background checks that close loopholes.""",True,72
3402,Ora Houston,1,"""HIV/AIDS among women is skyrocketing in Austin.""",False,49
3407,Glenn Hegar,1,"""We have 650 people who move to Texas every day.""",True,49
3439,Martin Shkreli,1,"""Daraprim is still underpriced, relative to its peers.""",False,55
3445,Mary Mannix,1,"""Just about half of rural hospitals operate in the red in Virginia. They operate at a loss.""",True,92
3446,Casey Cagle,2,"""Eighty-three law enforcement officers have died in the line of duty this year. Twenty-four of them were shot and killed in cold blood.""",True,136
3457,Town hall audience member,1,"""You know our current president is (Muslim). You know he's not even an American.""",Pants on Fire!,81
3498,Joe Pojman,1,"""The State of Texas is funding … women’s health services at historically high levels; they just increased their level another $50 million for the next two years.""",True,162
3505,Ryan Eller,1,"""Jesus was an undocumented immigrant.""",False,38
3514,Eric Bolling,1,"""In countries where there are higher, more strict gun laws, there is more gun violence.""",False,88
3517,Dan Gecker,1,"""Of the 25 wealthiest nations, we're the only one that doesn't provide basic health coverage.""",True,94
3531,Nicholas Kristof,2,"""More Americans have died from guns in the United States since 1968 than on battlefields of all the wars in American history.""",True,126
3536,Sid Miller,1,"""To vote in Mexico every eligible Mexican citizen has to have a tamper-proof photo-ID card with a thumbprint and an embossed hologram.""",True,135
3544,Glen Sturtevant,1,"""Last year, we had zero percent growth in GDP in Virginia ...The only states that did worse than us were Alaska and Mississippi.""",True,129
3549,S.E. Cupp,1,"""There are actually only 30 countries that practice birthright citizenship.""",True,76
3555,Julián Castro,2,"""Less than half of the poorest American households have a home Internet subscription.""",True,86
3593,Heather McGhee,1,"""The Republican presidential nominee hasn’t won women since 1988.""",True,66
3616,Sandra Smith,1,"""Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.""",False,82
3636,Harry Houck,1,"""The law says ... when a police officer stops you, do whatever he says and then deal with it later.""",False,100
3640,Jose Diaz-Balart,1,"""The majority of the Hispanic population and the growth (of the population) is U.S.-born.""",True,90
3642,Occupy Democrats,2,"""House Republicans just passed a bill that makes it legal for single mothers to be fired by their employers.""",False,109
3649,John Oliver,1,"""With the exception of baby formula, the federal government does not require any food to carry an expiration date, and state laws vary widely.""",True,143
3694,Bobby Jindal,2,"""In New Orleans, nearly 100 percent of our kids are in charter schools.""",True,72
3703,Joe Theismann,1,"""We don’t have a (military) reserve force if something happens.""",False,64
3744,Gavin  McInnes,2,"""50 percent of murders in Texas have been linked to illegal aliens.""",False,68
3765,Gavin  McInnes,2,"""The Civil War wasn't about slavery.""",Pants on Fire!,37
3786,Don Beyer,3,"""More than half of women under 30 who give birth do so outside of marriage...""",True,78
3822,Hillary Davis,1,"""The profit [from automated traffic enforcement cameras] is going to the private corporations, not to the city or state.""",False,121
3840,Lee May,1,"""Our reserves are now in much better shape than they were just a few years ago.""",True,80
3847,Brian Stelter,1,"""Fox News barely covered (the Duggar family) scandal until Megyn Kelly was able to secure this interview.""",True,106
3848,Gary Painter,1,"""We’re the only nation in the world that does not use the military to secure our border.""",Pants on Fire!,89
3857,Gretchen Carlson,1,"""Most polls show foreign nations have lower regard for the U.S. now than they did before Obama’s time.""",False,103
3869,Russell Brand,1,"""The American murder rate is 50 times that of any other developed nation.""",False,74
3873,Rebecca Quigley,1,"""Once a woman enters into the sex trade, her average life expectancy is seven years.""",False,85
3889,The Family Foundation,1,"""The United States is one of only seven nations that allows elective abortions after 20 weeks post-fertilization.""",True,114
3915,Kathleen Sullivan,1,"""The proportion of Rhode Islanders entering substance abuse treatment primarily due to marijuana use has reached its highest point in 20 years.""",False,144
3925,Garnet Coleman,1,"""Transgender individuals in the U.S. have a 1-in-12 chance of being murdered.""",Pants on Fire!,78
3928,Rich Lowry,1,"""During the Bush administration, you actually had a prominent liberal write a book about how Bush was preparing for a fascist takeover of this country.""",True,152
3944,John Taylor,2,"""The people of Tiverton have historically supported [gambling measures] at a rate higher than the rest of the state.""",True,117
3985,Peter Schweizer,1,"""Of the 13 (Bill) Clinton speeches that fetched $500,000 or more, only two occurred during the years his wife was not secretary of state.""",True,138
3994,Texas Organizing Project,1,"""The unemployment rate among blacks in Texas is 9.5% -- far more than double white unemployment -- and wages have fallen for black workers in Texas since 2000.""",True,160
4001,Evan Bayh,1,"""The fastest-growing part of the Pentagon’s budget are health care expenses.""",True,77
4010,Elizabeth Roberts,2,"""More than 30 cents of every state tax dollar goes to Medicaid.""",True,64
4011,Judicial Watch,1,"""ISIS camp a few miles from Texas, Mexican authorities confirm.""",False,64
4013,Mike Huebsch,1,"""The elimination of essentially every automobile would be offset by one volcano exploding.""",False,91
4014,Lawrence O'Donnell,3,"""The president and vice president can't be from the same state.""",False,64
4022,Addicting Information,1,"""U.S. police killed more people in just one month than the U.K.’s did in over a century.""",False,89
4055,Greg Steube,1,"""You know how many children in the history of the United States have died in a fire (at school)? Zero.""",False,103
4059,Randy Forbes,3,"""Did you know that the U.S. is one of the very few nations in the world without an official language?""",True,102
4065,Sally Kohn,1,"""White men account for 69 percent of those arrested for violent crimes.""",False,72
4073,Starbucks,2,"""White people control almost 90 percent of the nation's wealth.""",True,64
4104,Don Beyer,3,"""More than 7,000 Americans lost their lives to climate change-fueled events last year.""",False,87
4132,Nancy Denuccio,1,"""We've seen the increase of alcohol use for underage kids even though alcohol has been illegal ... for kids under 21.""",False,118
4154,Steven Frias,1,"""Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises.""",True,151
4176,Bishop Thomas Tobin,2,"""Abortions account for 94 percent of the services provided for pregnant women by Planned Parenthood.""",False,101
4208,Robert McDonald,1,"""Nine hundred people have been fired since I became secretary (of Veterans Affairs). We’ve got 60 people that we fired who have manipulated wait times.""",False,152
4247,Urban Intellectuals,1,"""Sheriffs Call For Obama’s Lynching While Leader Meets With GOP Senators""",Pants on Fire!,73
4248,Susan Shapiro,1,"""The 2012 National Survey on Drug Use and Health found that up to half of daily marijuana smokers become addicted -- an estimated 2.7 million people in the U.S.""",True,161
4252,Katty Kay,1,"""There are countries in Africa where they have higher vaccination rates than here in the United States.""",True,104
4262,Elizabeth Cohen,1,"""If someone is in a room that has measles and leaves and you walk in two hours later, you could get measles from that person.""",True,126
4263,Celine Gounder,1,"""Measles is one of the most common causes of child blindness worldwide.""",True,72
4277,Georgia Department of Transportation,2,"""GEORGIA ROADWAY FATALITIES THIS YEAR: 59

PLEASE DRIVE SAFELY""",True,65
4291,Stuart Varney,1,"""It will cost $50,000 per enrollee in Obamacare over the next 10 years.""",False,72
4365,James Aubin,1,"""Colorado raked in $60 million in marijuana taxes and licensing fees in the past year.""",True,87
4369,Dennis Moss,1,"""When Disney was looking to build Disney World, they came to Miami and we told Disney to take a hike.""",False,102
4381,NaHa Daily,1,"""Fox News airs Stuart Scott R.I.P. tribute with picture of Stephen A. Smith.""",Pants on Fire!,77
4386,Amy Klobuchar,1,"""We're now the No. 1 producer of oil in the world. We've surpassed Saudi Arabia.""",True,81
4391,Bob Goodlatte,1,"""The President has decided to move forward with executive actions on immigration that he has said on numerous occasions that he didn’t have the constitutional power to take.""",True,174
4392,Kevin Brady,1,"""Texas families have kept more than $10 billion in their family budgets since we successfully fought to restore Texas' sales tax deduction a decade ago.""",True,153
4410,Sergey Lavrov,1,"""Congress is a very special group of people. More than 80 percent of them never left the United States.""",Pants on Fire!,104
4425,Mike Stenhouse,2,"""According to HUD, it is patently unfair and socially unjust that wealthy people can live in an exclusive neighborhood.""",False,120
4427,Nicholas Kristof,2,"""The United States right now incarcerates more African-Americans as a percentage than apartheid South Africa did.""",True,114
4429,John Stossel,1,"""There is no good data showing secondhand smoke kills people.""",False,62
4434,Progress for Austin PAC,1,"""Mike Martinez cut a deal with prosecutors to avoid facing possible jail time and stuck us with his $24,657.50 legal bill.""",True,123
4439,Jesse Ventura,1,"""Fluoride in the water, that was originally done by the Nazis!""",Pants on Fire!,63
4443,Diego Arene-Morley,1,"""There are more African American men in prison, jail, on probation or parole than were enslaved in 1850.""",True,105
4473,Mother Jones,1,"""Turkeys today weigh 29.8 pounds. In the ‘30s, they weighed 13.2 pounds.""",True,73
4479,Anne Nolan,1,"""In Rhode Island, a recent study showed that among a group of people who had been homeless for a year or more, Medicaid costs averaged about $60,000 per person.""",False,161
4493,Thom Hartmann,1,"""The Kochs stand to make around $100 billion if the government approves the Keystone XL pipeline.""",Pants on Fire!,98
4533,Delia Garza,1,"""Families in Del Valle, who are City of Austin residents, have to drive to Bastrop to go to the closest grocery store.""",False,119
4536,Ben  Shapiro,1,"""We’re above 800 million Muslims radicalized, more than half the Muslims on Earth That’s not a minority. That’s now a majority.""",False,128
4537,Daily Caller,2,"""Jeanne Shaheen was principally involved in a plot with Lois Lerner and President Barack Obama’s political appointee at the IRS to lead a program of harassment against conservative nonprofit groups during the 2012 election""",False,223
4542,Jonathan Karl,2,"""Kansas has not elected somebody other than a Republican (to the U.S. Senate) since before 'The Wizard of Oz' hit the movie theaters.""",True,134
4559,NARAL Pro-Choice America,3,"""If Cory Gardner gets his way, you'd better stock up on condoms.""",Pants on Fire!,65
4561,James Carr,1,"""Before World War II, very few people actually had health insurance.""",True,69
4567,Greater Wisconsin Committee,1,"""Scott Walker opposed a plan to help Wisconsin students refinance their student loans.""",False,87
4595,Allan Fung,2,"""Governor Carcieri has not been campaigning with me.""",True,53
4620,John  Kitzhaber,2,"""Ninety-five percent of Oregonians now have health insurance coverage, tens of thousands for the very first time.""",True,114
4628,Local 799 of the International Assoc. of Fire Fighters,1,"""Elorza wants to teach our public school children about the ‘non-existence of God.’""",Pants on Fire!,84
4629,Peter Kilmartin,2,"""In the past three years, we have prosecuted or brought more cases on access to public records than in the previous 12 years combined.""",True,135
4635,Larry Pressler,2,"""All four on Mount Rushmore, they were all independents at one critical point in their career.""",False,95
4663,Tony Perkins,1,"""We know from the social science that children do best with a mom and a dad.""",False,77
4675,Pat Roberts,1,"""20,000 Kansans lost their health insurance because of (Obamacare).""",False,68
4680,Morgan Brittany,1,"""According to a government supplier of emergency products, the Disaster Assistance Response Team was told to be prepared to be activated in the month of October for an outbreak of Ebola.""",Pants on Fire!,187
4682,Alison Lundergan Grimes,1,"""The only candidate pocketing big money from people who want to destroy coal is Mitch McConnell.""",False,97
4691,Lars Larson,1,"""TSA WILL ACCEPT DRIVERS PRIV CARDS FOR ID AT THE AIRPORT""",True,58
4707,Jorge Elorza,2,"""We have a retiree that is collecting a $17,000 paycheck a month . . . tax free.""",True,81
4723,"Vincent ""Buddy"" Cianci",2,"""[When I was mayor] Providence was one of the five renaissance cities of America, according to USA Today in those days. Money magazine said it was the fifth best city to live in in America. In addition to that, All Cities Almanac said in 1994, I believe, that it was the safest city in America.""",True,295
4725,Bruce Braley,2,"""I recently had the opportunity to vote to give the president limited authority to begin strikes against terrorists in Iraq and Syria.""",False,135
4746,"Vincent ""Buddy"" Cianci",2,"""In 2001 and '02 . . . we had the pension system funded at (the) 100% level in that year, and we did for two years at that point.""",False,130
4750,David Perdue,2,"""Michelle Nunn’s own plan says she funded organizations linked to terrorists.""",Pants on Fire!,78
4751,Dan Sullivan,2,"""Sen. Mark Begich cast the deciding vote in favor of President Obama’s authority to issue executive amnesty to illegal aliens.""",False,127
4753,Wendy Davis,2,"""Greg Abbott and his surrogates have referred to women who have been the victims of rape or incest as though somehow what they are confronting is a minor issue.""",Pants on Fire!,161
4758,Ryan Lizza,1,"""Countries bombed: Obama 7, Bush 4""",True,35
4760,Catherine Taylor,1,"""Every time [the people from Newport Tent] work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent.""",True,157
4767,Peter King,1,"""In 2011, (the Islamic State) attempted to attack Fort Knox.""",False,61
4777,Jeff Amason,1,"""The state budget has increased almost $800 million a year in each of the last two years.""",True,90
4785,Leticia Van de Putte,2,"""Our men and women of the Guard have been forced to contact food banks to feed themselves.""",False,91
4789,Mika Brzezinski,1,"""Super Bowl Sunday has the highest rate of domestic violence.""",Pants on Fire!,62
4800,James Brown,1,"""More than three women per day lose their lives at the hands of their partners.""",True,80
4806,Rhue Reis,1,"""You have 200,000 to 400,000 military veterans on the street in this country on any given day.""",False,95
4813,Michael Hayden,1,"""The president referred to the Syrian opposition just a few months ago as pharmacists and doctors, and so on.""",True,110
4818,Shemia Fagan,1,"""I sponsored the new Buy American law""",False,38
4830,Henry Kissinger,1,"""There were fewer civilian casualties in Cambodia than there have been from American drone attacks.""",False,100
4831,Chris Larson,1,"""Over the next two years, this $1.8 billion deficit will cost individual Wisconsinites $300 each, or $1,200 for families of four.""",False,130
4846,Dana Loesch,1,"""Obama admin gutted @ProjChildSafe budget to provide trigger locks and safety kits.""",False,84
4850,Chuck Todd,2,"""Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate.""",True,119
4865,Larry Elder,1,"""If black America were a country, it’d be the 15th wealthiest nation in the world.""",False,83
4872,Mary Burke,2,"""Wisconsin’s dead last in Midwest job growth.""",True,46
4895,Don Lemon,2,"""I was able to go and buy an automatic weapon … Most people can go out and buy an automatic weapon.""",False,100
4910,Allan Fung,2,"""Nazi imagery [was used] by the Block for Governor campaign to describe supporters of Allan Fung for Governor.""",False,111
4949,Tucker Carlson,2,"""Far more children died last year drowning in their bathtubs than were killed accidentally by guns.""",Pants on Fire!,100
4953,Joe Miller,1,"""If 20 million illegals vote, you can kiss the Second Amendment goodbye.""",False,73
4962,Moms Rising,1,"""Having a baby is a leading cause of poverty spells in the United States.""",False,74
4964,Kasim Reed,2,"""The minimum number of infrastructure (needs) in Atlanta is $900 million.""",True,74
4975,David A. Clarke Jr.,3,"""I've either balanced every budget or we turned back a surplus.""",False,64
4980,D’Banj,1,"""The music industry is the biggest export from Africa after oil and gas.""",False,73
4981,Shelley Moore Capito,1,"""What (the Obama administration is) going to come out with in the next several months is you're not even going to be able to burn coal very limitedly in the existing plants.""",False,174
4989,James Woods,2,"""The leader of ISIS was imprisoned by American troops and ordered released to Iraq by Obama administration in 2009.""",False,116
4993,Bob Donovan,2,"""There has never been an alderman who has defeated an incumbent mayor in the history of this great city.""",True,105
5000,Dennis Richardson,3,"""It's been 17 years that we've had unemployment higher than the national average in Oregon.""",True,92
5010,Ed  Gillespie,2,"""This administration is slashing the Navy to pay for more Obamacare.""",Pants on Fire!,69
5012,Lenar  Whitney,1,"""Global warming is a hoax.""",Pants on Fire!,27
5028,Peter Lavelle,1,"""I'm not a conspiracy theorist and I never allow conspiracy theorists on my program.""",Pants on Fire!,85
5029,Bryan Fischer,2,"""We know how to stop AIDS: persuade men not to have sex with men.""",Pants on Fire!,66
5047,Glenn Grothman,3,"""The fundraising numbers are in, and our grassroots support is unmatched!""",False,74
5048,Kenneth Block,2,"""The increase in the garbage tax that [Mayor Allan Fung] imposed in Cranston for some people has been as much as $200.""",False,119
5062,Jon Richards,1,"""Last year, I was involved with an effort to to help prosecutors get their first pay raise in more than 10 years.""",False,114
5089,Mitch McConnell,3,"""More women are graduating from college now than men.""",True,54
5098,Roberto Alonzo,1,"""Latinos now make up the majority population in Texas.""",False,55
5101,Jason Riley,1,"""Black voter turnout in 2012 exceeded the rate of white voter turnout, even in the states with the strictest voter ID laws.""",True,124
5113,Donna Edwards,1,"""74 percent of Republicans support the Affordable Care Act.""",False,60
5128,Kendall Jones,1,"""Without the financial resources provided by hunters to protect habitat and stop poachers, there would be no infrastructure for wildlife management.""",False,149
5143,Sean Spicer,3,"""In the last three years alone, 13 times, the Supreme Court, unanimously, 9-0, including all of the president's liberal picks, have struck down the president's executive orders.""",Pants on Fire!,178
5148,Reince Priebus,3,"""Thanks to #ObamaCare, average E.R. wait in California is 5 hours.""",False,67
5164,Dan Sullivan,2,"""As Alaska’s attorney general, (U.S. Senate candidate Dan) Sullivan successfully fought to protect our Second Amendment rights and passed ‘stand your ground.’ """,False,160
5169,Matt  McGrath,1,"""Gov. Deal has the worst record on education in the history of this state.""",Pants on Fire!,75
5174,Gilberto Hinojosa,2,"""The platform of the Republican Party says deport everybody and to hell with it.""",False,81
5189,James Buchal,1,"""The government -- not the armed forces -- is stockpiling hundreds of millions of rounds of ammunition for domestic use.""",False,121
5200,Steve Doocy,2,"""NASA scientists fudged the numbers to make 1998 the hottest year to overstate the extent of global warming.""",Pants on Fire!,109
5245,Bill Cassidy,1,"""Only after news broke that our veterans are dying because of inadequate health care did Harry Reid and Senate Democrats take action.""",False,134
5253,Ken Paxton,2,"""At the beginning of World War II, we had a relatively small army, smaller than Portugal’s.""",True,92
5262,Chuck Todd,2,"""Cantor's campaign spent more at steakhouses than Brat spent on his entire campaign.""",True,85
5272,Mark Warner,3,"""Right now, America has $1.1 trillion of student debt. That’s more than credit card debt.""",True,90
5289,Mike Hashimoto,1,"""Public display of a long rifle is perfectly legal in Texas.""",True,61
5292,Earl Blumenauer,2,"""Marijuana is less addictive than both alcohol and tobacco.""",True,60
5297,Brian Kemp,2,"""The numbers make it clear that Georgia voters are increasingly taking advantage of early voting opportunities.""",True,112
5302,Jeremy Schaap,1,"""Qataris don't really work.""",False,28
5335,Monica Wehby,1,"""Jeff Merkley was the deciding vote on Obamacare, which in Oregon has been an unmitigated disaster.""",False,100
5348,Larry Pratt,1,"""20 percent of the time (smart guns) won't work.""",False,49
5361,Jim Francesconi,1,"""Economic inequality in Multnomah County has a face -- and a name. It has 90,000 faces and names -- the number of county residents who are still unemployed, or underemployed, in the wake of the 2008 Wall Street crash.""",False,218
5362,Trey  Gowdy,1,"""We were the last flag flying in Benghazi.""",False,43
5367,Republican Party of Virginia,1,"""Ninety-seven percent of the time. That’s how often Mark Warner votes with President Obama.""",True,92
5403,Wayne Rogers,1,"""There are over 200 documented cases where (Obama) has lied.""",Pants on Fire!,61
5421,Americans for Prosperity,2,"""Health care premiums up 90 percent in New Hampshire.""",False,54
5444,Andrew Napolitano,1,"""The Constitution simply does not authorize the federal government to own any of this land (in the Western states).""",Pants on Fire!,116
5446,Don Balfour,1,"""I am the only senator who turned down the state pension plan for part-time legislators.""",True,89
5447,Alicia Menendez,1,"""A white family is likely to have about six times as much wealth than a black or Hispanic family coming out of the recession.""",True,126
5464,Texas Right to Life,2,"""In 2005, Dan Branch tried to expand third-trimester abortions in Texas.""",False,73
5480,Seth Magaziner,1,"""In Rhode Island today, 25 percent of our households either don't have a bank account at all, or they have a bank account and they're still relying on high-cost financial services like payday loans, pawn shop check cashing and so on.""",True,234
5481,Robert Sarvis,1,"""Did you know US population growth is at its lowest since the Great Depression?""",True,80
5484,John Kerry,3,"""In the last couple of days, notices were sent (by officials in Ukraine) to Jews in one city indicating that they had to identify themselves as Jews.""",False,150
5491,Betsy Miller-Jones,1,"""Did you know that in 2013 over 50 percent of all babies born in Oregon were Hispanic?""",False,87
5492,Louie Gohmert,2,"""Eighty percent of Wall Street executives and their spouses' donations go to Democrats.""",False,88
5505,Morgan Griffith,3,"""From 1972 until 2011, the number of EPA employees increased by 107 percent while the number of total federal personnel decreased by 15 percent.""",True,145
5509,Chris Taylor,2,"""The Capitol rotunda was actually made to invite the people in and to accommodate protests.""",True,92
5516,Republican Party of Florida,3,"""In 2006, Charlie Crist opposed in-state tuition for illegal immigrants.""",True,73
5519,National Partnership for Women & Families,1,"""Women in Oregon are paid 79 cents for every dollar paid to men. If the wage gap was eliminated, a working woman in Oregon would have enough money for 2,877 gallons of gas, 72 more weeks of food for her family or nearly 12 more months of rent.""",True,244
5527,Senate Majority PAC,1,"""Before Congress, (Tom) Cotton got paid handsomely working for insurance companies and corporate interests.""",False,108
5528,Bob Beckel,1,"""The Koch brothers are one of the biggest polluters in the country.""",True,68
5532,Chris Taylor,2,"""Drone technology now allows an individual to be recorded in their homes by drones as small as birds and immediately uploaded to the internet.""",True,143
5541,Michael McCaul,2,"""When people enter the service, there’s not a mental health evaluation.""",True,72
5542,Liz Cheney,1,"""The numbers of people that support Obamacare and like it have been steadily dropping.""",False,87
5556,Mike Collier,1,"""Glenn Hegar promised to eliminate the property tax.""",False,53
5574,CATPAC,1,"""Ralph Hall has never voted to raise the debt ceiling.""",False,55
5576,Mary Burke,2,"""Wisconsin wages are declining at double the rate of other states.""",Pants on Fire!,67
5580,Heidi Heilman,1,"""Today’s marijuana is 300 percent to 800 percent more potent than the pot of yesteryear.""",True,89
5585,Gilberto Hinojosa,2,"""Kesha Rogers is not a Democrat.""",False,33
5615,James Moore,1,"""Ted Cruz has been to Iowa four times. Rio Grande Valley of Texas -- just once.""",True,80
5617,Drudge Report,1,"""Reporters rehearse questions with White House press (secretary).""",Pants on Fire!,66
5625,Hemant Mehta,1,"""In Oregon, students are skipping math class to learn about the Bible.""",True,71
5686,Larry Pressler,2,"""American Hustle shows the FBI making real-life bribes to Washington politicians. I know, because as your U.S. senator, I turned them down.""",True,140
5690,Casey Cagle,2,"""For every week that (state lawmakers are) able to cut off our timeline, it saves (Georgia taxpayers) approximately $100,000.""",True,126
5696,David Ignatius,1,"""Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people.""",True,169
5711,Ted Nugent,1,"""I've been a cop in Lake County, Michigan, since 1982 thereabout. I conduct federal raids with the DEA and ATF and U.S. Marshals and the FBI and Texas Rangers.""",Pants on Fire!,160
5723,Matt Bevin,1,"""Mitch McConnell voted with Harry Reid to infringe on our gun rights.""",Pants on Fire!,70
5725,Mothers Against Drunk Driving,1,"""A majority of drunk driving deaths and injuries are caused by drunk driving offenders with no prior convictions.""",True,114
5739,Jason Carter,1,"""Since 2009, Georgia's public schools have lost nearly 9,000 classroom teachers while the number of students has gone up.""",True,122
5757,Jonathan Boucher,1,"""The Republican leadership in the House has refused to address the issues that matter the most to Rhode Island, such as passing a jobs bill.""",Pants on Fire!,141
5789,Hugh Thompson,1,"""Six of Georgia’s counties have no lawyers at all.""",True,51
5790,Candy Crowley,1,"""It’s been 14 years since a president or a vice president or a member of their family has not gone and attended at least an event at the Olympics.""",True,147
5819,Raphael Warnock,1,"""Georgia has the fifth-highest number of uninsured people of any state in the union.""",True,85
5829,Brett Hulsey,1,"""Every year since Gov. Walker and the Republicans have been in control of the Legislature we’ve created fewer jobs, according to the Bureau of Labor Statistics.""",False,161
5835,Curtis Martin,1,"""I played in a game here against the Pittsburgh Steelers where there was 23 inches of snow. … We played in at least 15 inches of that.""",False,135
5862,Democratic Party of Wisconsin,3,"""The national economic recovery has led to higher than expected tax revenues and projected budget surpluses in nearly every state in the nation, including Wisconsin.""",True,166
5869,Rod Monroe,1,"""We have the lowest beer tax in the nation.""",False,44
5875,Louie Gohmert,2,"""Forty years ago, hardly anybody in the country had health insurance.""",Pants on Fire!,70
5888,Bob Terry,1,"""And we’ve constantly been the lowest unemployed county in the state.""",False,70
5889,Bob Kincaid,1,"""Most of West Virginia is still owned, in excess of 90 percent, by out-of-state interests.""",False,91
5895,Vladimir Putin,1,"""In some of the states in the U.S., homosexuality remains a felony.""",False,68
5912,Mike Scott,1,"""Trey Radel does not even qualify to drive a Lee County school bus at this point, yet he occupies a seat in Congress.""",True,118
5913,Chris Murphy,2,"""Only 3 percent of voters 18 to 34 don't believe that climate change is really happening.""",True,90
5928,Karl Rove,3,"""The amount of attention paid this week to Chris Christie makes the coverage of Benghazi ... pale in significance.""",False,115
5930,Joseph Cryan,1,"""What do Rutgers University, Kean University, Montclair State University, New Jersey City University, Stockton College, Rowan University and William Paterson all have in common? They all graduate less than 50 percent of their students within four years.""",True,254
5934,Jake Tapper,1,"""The Obama administration has used the Espionage Act to go after whistleblowers who leaked to journalists ... more than all previous administrations combined.""",True,159
5935,Atlanta Police Foundation,1,"""Crime in Atlanta is down 18 percent since 2009.""",True,49
5944,Gene Sperling,1,"""Our economy still has three people looking for every job (opening).""",True,69
5957,Neera Tanden,1,"""Forty percent of the country is going to be in states that are tolerant of gay marriage or at least civil unions.""",True,115
5959,For Our Daughters RI,1,"""Earlier this year, [John DePetro] was accused of sexually assaulting a female co-worker.""",Pants on Fire!,90
5967,Kimberly Nelson,1,"""The commission form of government is definitely losing favor in the United States.""",True,84
5982,Physicians Committee for Responsible Medicine,1,"""Rhode Island’s teen binge drinking rate is double the national average.""",False,73
5986,Jeff Merkley,1,"""60 percent of the jobs lost in the 2008 recession were living-wage jobs. Of the jobs we’ve gotten back, only 40 percent are living-wage.""",True,138
5991,Jack Roberts,1,"""We don’t show people playing these games. We don’t show them winning playing the video lottery games.""",False,103
5996,Kathleen Sebelius,2,"""Texas has the highest rate of uninsured in the nation. ... And there are more uninsured children in Texas than in any other state.""",True,132
5997,Peter Orszag,2,"""Medicare costs have slowed down dramatically. In fact, the first two months of this fiscal year, Medicare costs were down even in nominal terms relative to the previous year.""",True,176
6006,Pam Bondi,3,"""Whether the Amendment passes or not, the medical use of marijuana is a federal criminal offense.""",True,98
6007,Mark Obenshain,1,"""Of the four statewide races this century within a 300-vote margin, three have been overturned in a recount.""",True,109
6009,Bryan Fischer,2,"""By the word religion in the First Amendment, the founders meant Christianity.""",Pants on Fire!,79
6019,ECONorthwest,1,"""Oregon leads the nation in number of jobs per capita in manufacturing.""",False,72
6023,Barry Smitherman,1,"""The Earth is not warming.""",Pants on Fire!,27
6025,Bill O'Reilly,3,"""The 'Denver Post' has actually hired an editor to promote pot.""",False,64
6042,Loretta  Weinberg,2,"""We pay among the highest tolls in the nation for the privilege of crossing that bridge.""",True,89
6043,One Wisconsin Now,2,"""The Walton family, which owns Wal-Mart, controls a fortune equal to the wealth of the bottom 42 percent of Americans combined.""",True,128
6045,Debra Medina,2,"""At present spending levels, only citizens of New York have a greater local debt burden than Texans.""",True,101
6057,Timothy Dolan,1,"""We, the bishops of the United States -- can you believe it -- in 1919 came out for more affordable, more comprehensive, more universal health care.""",True,149
6067,Joseph Henchman,1,"""Only 25 percent of what people buy is subject to Rhode Island’s sales tax.""",False,76
6087,Matthew Dowd,1,"""Harry Reid was against (the nuclear option) before he was for it. Mitch McConnell was for it before he was against it. President Obama was against it before he was for it.""",True,173
6124,Jim McDermott,1,"""On (the federal minimum wage of) $7.75, you can’t even make half the poverty level.""",False,85
6127,Lynn Westmoreland,2,"""I have returned money every year since taking office.""",True,55
6128,Goldie Taylor,1,"""Our national debt is as low as it has been since World War II.""",False,64
6138,Steve Israel,1,"""Things went wrong with the Medicare prescription D plan that George Bush rolled out.""",True,86
6143,Scott Brown,2,"""They delayed my swearing-in here in Massachusetts for a couple weeks so they could ram (the health care law) through.""",False,119
6175,Dana Perino,1,"""The insurance industry is actually run by mostly Democrats.""",False,61
6178,Jonathan Karl,2,"""Before the Republican wave in 2010, Democrats had an advantage on the generic ballot in Congress. Even in 1994 with the Gingrich revolution ... Democrats had that advantage.""",True,175
